"ISO3","YEAR","GDLCODE","geo_area","fies","population","stunting","u5pop"
"AUT",2025,"AUTr106","Rural",12387,286575,0,12525
"AUT",2025,"AUTr106","Urban",52404,1212396,0,52988
"AUT",2025,"AUTr101","Rural",6676,142561,0,6231
"AUT",2025,"AUTr101","Urban",7125,152159,0,6650
"AUT",2025,"AUTr103","Rural",0,0,0,0
"AUT",2025,"AUTr103","Urban",107023,2008733,0,87792
"AUT",2025,"AUTr102","Rural",22868,515752,0,22541
"AUT",2025,"AUTr102","Urban",52448,1182871,0,51698
"AUT",2030,"AUTr109","Rural",2550,62065,0,2582
"AUT",2030,"AUTr109","Urban",14301,348028,0,14479
"AUT",2030,"AUTr108","Rural",17322,403679,0,16795
"AUT",2030,"AUTr108","Urban",16454,383464,0,15954
