"ISO3","YEAR","u5_frac"
"TCD",2010,0.178687791301275
"TCD",2015,0.173034430847648
"TCD",2020,0.165126652687897
"TCD",2025,0.157112774450363
"TCD",2030,0.147202008737243
"TGO",2010,0.143127722594553
"TGO",2015,0.132055032548632
"TGO",2020,0.122013168695721
"TGO",2025,0.11336668586455
"TGO",2030,0.105135357769728
"THA",2010,0.0630866039428066
"THA",2015,0.0571907906668763
"THA",2020,0.055474947545191
"THA",2025,0.0519501889577472
"THA",2030,0.0493685897598674
"TJK",2010,0.126553996365339
"TJK",2015,0.118346190199178
"TJK",2020,0.111411885891874
"TJK",2025,0.103008104635426
"TJK",2030,0.0937753920659285
"TKM",2010,0.100326160577311
"TKM",2015,0.0968097213503158
"TKM",2020,0.0906077193077688
"TKM",2025,0.0828285313390806
"TKM",2030,0.0750338729176734
"TLS",2010,0.171510777289875
"TLS",2015,0.167672287910973
"TLS",2020,0.166225157443238
"TLS",2025,0.16318556478254
"TLS",2030,0.154566216641668
"TON",2010,0.132541467258644
"TON",2015,0.115049713116719
"TON",2020,0.098780099917186
"TON",2025,0.0944393934556041
"TON",2030,0.0932943528752082
"TTO",2010,0.0711788976976664
"TTO",2015,0.0653933806241152
"TTO",2020,0.0594039472033605
"TTO",2025,0.0520775154513465
"TTO",2030,0.0471407412893319
"TUN",2010,0.0828390866684862
"TUN",2015,0.0771486889816046
"TUN",2020,0.0721124030906619
"TUN",2025,0.0656805671663638
"TUN",2030,0.0584872879710423
"TUR",2010,0.0881442895467602
"TUR",2015,0.0826288284922105
"TUR",2020,0.0775001812226014
"TUR",2025,0.0725107866650664
"TUR",2030,0.0680078369940211
"TZA",2010,0.178620093928743
"TZA",2015,0.166468762416738
"TZA",2020,0.155995988804417
"TZA",2025,0.145430917468263
"TZA",2030,0.136698334303319
"UGA",2010,0.193428162056167
"UGA",2015,0.186086809091084
"UGA",2020,0.177904552526065
"UGA",2025,0.169687000878664
"UGA",2030,0.162432361337924
"UKR",2010,0.0522855966827735
"UKR",2015,0.052845297096812
"UKR",2020,0.0497034574676254
"UKR",2025,0.0459654802888458
"UKR",2030,0.0432382837819658
"URY",2010,0.0731557302838471
"URY",2015,0.0681510723214934
"URY",2020,0.0647381857098583
"URY",2025,0.0621994421102859
"URY",2030,0.0590724636076601
"USA",2010,0.0697530176399457
"USA",2015,0.0628099264561726
"USA",2020,0.0630731092548425
"USA",2025,0.062178315401677
"USA",2030,0.0604575971130837
"UZB",2010,0.0997551367109032
"UZB",2015,0.0960522240348317
"UZB",2020,0.0905471795546759
"UZB",2025,0.0829508018702067
"UZB",2030,0.0743483809777414
"VCT",2010,0.0846405019527498
"VCT",2015,0.0792506245278474
"VCT",2020,0.0750520367635062
"VCT",2025,0.0711871227302824
"VCT",2030,0.0668518613553594
"VEN",2010,0.100973652147421
"VEN",2015,0.0915976165404455
"VEN",2020,0.0838396998224133
"VEN",2025,0.0779825879383136
"VEN",2030,0.0729878854905855
"VIR",2010,0.0632519072769953
"VIR",2015,0.0586123140369766
"VIR",2020,0.0596090831597809
"VIR",2025,0.0596396236602689
"VIR",2030,0.0567337406715757
"VNM",2010,0.0817983972335528
"VNM",2015,0.0772652413887837
"VNM",2020,0.0705419273150525
"VNM",2025,0.0618159081155163
"VNM",2030,0.0544315278393022
"VUT",2010,0.13833449474956
"VUT",2015,0.122491341126524
"VUT",2020,0.109867748753779
"VUT",2025,0.102246715262594
"VUT",2030,0.0962685827047091
"WSM",2010,0.122011568649942
"WSM",2015,0.106267496901012
"WSM",2020,0.0953190734041368
"WSM",2025,0.0949380472564393
"WSM",2030,0.0943937122249398
"YEM",2010,0.168676588235226
"YEM",2015,0.163368913814132
"YEM",2020,0.152572345565717
"YEM",2025,0.139618349547029
"YEM",2030,0.126626480718582
"ZAF",2010,0.100555530322583
"ZAF",2015,0.0953831407712367
"ZAF",2020,0.0909657136463308
"ZAF",2025,0.0865362795126806
"ZAF",2030,0.081329230464803
"ZMB",2010,0.184297444258617
"ZMB",2015,0.180489858126069
"ZMB",2020,0.17120675014788
"ZMB",2025,0.16332794804354
"ZMB",2030,0.155225739554125
"ZWE",2010,0.134610284538288
"ZWE",2015,0.126573389772382
"ZWE",2020,0.119216916603089
"ZWE",2025,0.111329979841585
"ZWE",2030,0.103007157796941
"SSD",2010,0.147969655430032
"SSD",2015,0.139695655662945
"SSD",2020,0.131286895171141
"SSD",2025,0.121563289826128
"SSD",2030,0.112915612116684
